model,country,template_id,party,answered_stats_model,total_stats,answered_stats_party,answered_stats_party_and_model,rile,n_matches,relative_matches_model,relative_matches_stats
GPT3.5-turbo-20b,nl,25,cda,7,30,30,7,right,5,71.42857142857143,16.666666666666664
GPT3.5-turbo-20b,nl,25,d66,7,30,29,7,center,6,85.71428571428571,20.0
GPT3.5-turbo-20b,nl,25,gl,7,30,29,7,left,4,57.14285714285714,13.333333333333334
GPT3.5-turbo-20b,nl,25,sp,7,30,28,7,left,6,85.71428571428571,20.0
GPT3.5-turbo-20b,nl,25,pvda,7,30,30,7,left,4,57.14285714285714,13.333333333333334
GPT3.5-turbo-20b,nl,25,cu,7,30,27,7,center,4,57.14285714285714,13.333333333333334
GPT3.5-turbo-20b,nl,25,50plus,7,30,30,7,center,4,57.14285714285714,13.333333333333334
LLAMA2-13b,nl,5,pvdd,8,30,30,8,left,8,100.0,26.666666666666668
LLAMA2-13b,nl,5,sgp,8,30,28,8,right,3,37.5,10.0
LLAMA2-13b,nl,5,denk,8,30,29,8,center,7,87.5,23.333333333333332
LLAMA2-13b,nl,5,fvd,8,30,30,8,right,2,25.0,6.666666666666667
LLAMA2-13b,nl,5,vvd,8,30,27,8,right,1,12.5,3.3333333333333335
LLAMA2-13b,nl,5,pvv,8,30,27,7,right,1,12.5,3.3333333333333335
LLAMA2-13b,nl,5,cda,8,30,30,8,right,4,50.0,13.333333333333334
LLAMA2-13b,nl,5,d66,8,30,29,8,center,5,62.5,16.666666666666664
LLAMA2-13b,nl,5,gl,8,30,29,8,left,6,75.0,20.0
LLAMA2-13b,nl,5,sp,8,30,28,8,left,7,87.5,23.333333333333332
LLAMA2-13b,nl,5,pvda,8,30,30,8,left,5,62.5,16.666666666666664
LLAMA2-13b,nl,5,cu,8,30,27,8,center,5,62.5,16.666666666666664
LLAMA2-13b,nl,5,50plus,8,30,30,8,center,3,37.5,10.0
LLAMA2-13b,nl,24,pvdd,8,30,30,8,left,7,87.5,23.333333333333332
LLAMA2-13b,nl,24,sgp,8,30,28,8,right,1,12.5,3.3333333333333335
LLAMA2-13b,nl,24,denk,8,30,29,8,center,6,75.0,20.0
LLAMA2-13b,nl,24,fvd,8,30,30,8,right,3,37.5,10.0
LLAMA2-13b,nl,24,vvd,8,30,27,8,right,1,12.5,3.3333333333333335
LLAMA2-13b,nl,24,pvv,8,30,27,7,right,3,37.5,10.0
LLAMA2-13b,nl,24,cda,8,30,30,8,right,4,50.0,13.333333333333334
LLAMA2-13b,nl,24,d66,8,30,29,8,center,6,75.0,20.0
LLAMA2-13b,nl,24,gl,8,30,29,8,left,5,62.5,16.666666666666664
LLAMA2-13b,nl,24,sp,8,30,28,8,left,8,100.0,26.666666666666668
LLAMA2-13b,nl,24,pvda,8,30,30,8,left,5,62.5,16.666666666666664
LLAMA2-13b,nl,24,cu,8,30,27,8,center,5,62.5,16.666666666666664
LLAMA2-13b,nl,24,50plus,8,30,30,8,center,3,37.5,10.0
LLAMA2-7b,nl,20,pvdd,8,30,30,8,left,7,87.5,23.333333333333332
LLAMA2-7b,nl,20,sgp,8,30,28,8,right,1,12.5,3.3333333333333335
LLAMA2-7b,nl,20,denk,8,30,29,8,center,6,75.0,20.0
LLAMA2-7b,nl,20,fvd,8,30,30,8,right,3,37.5,10.0
LLAMA2-7b,nl,20,vvd,8,30,27,8,right,1,12.5,3.3333333333333335
LLAMA2-7b,nl,20,pvv,8,30,27,7,right,3,37.5,10.0
LLAMA2-7b,nl,20,cda,8,30,30,8,right,4,50.0,13.333333333333334
LLAMA2-7b,nl,20,d66,8,30,29,8,center,6,75.0,20.0
LLAMA2-7b,nl,20,gl,8,30,29,8,left,5,62.5,16.666666666666664
LLAMA2-7b,nl,20,sp,8,30,28,8,left,8,100.0,26.666666666666668
LLAMA2-7b,nl,20,pvda,8,30,30,8,left,5,62.5,16.666666666666664
LLAMA2-7b,nl,20,cu,8,30,27,8,center,6,75.0,20.0
LLAMA2-7b,nl,20,50plus,8,30,30,8,center,3,37.5,10.0
LLAMA2-13b,nl,25,pvdd,8,30,30,8,left,8,100.0,26.666666666666668
LLAMA2-13b,nl,25,sgp,8,30,28,8,right,3,37.5,10.0
LLAMA2-13b,nl,25,denk,8,30,29,8,center,7,87.5,23.333333333333332
LLAMA2-13b,nl,25,fvd,8,30,30,8,right,1,12.5,3.3333333333333335
LLAMA2-13b,nl,25,vvd,8,30,27,7,right,1,12.5,3.3333333333333335
LLAMA2-13b,nl,25,pvv,8,30,27,7,right,2,25.0,6.666666666666667
LLAMA2-13b,nl,25,cda,8,30,30,8,right,5,62.5,16.666666666666664
LLAMA2-13b,nl,25,d66,8,30,29,8,center,6,75.0,20.0
LLAMA2-13b,nl,25,gl,8,30,29,8,left,7,87.5,23.333333333333332
LLAMA2-13b,nl,25,sp,8,30,28,8,left,8,100.0,26.666666666666668
LLAMA2-13b,nl,25,pvda,8,30,30,8,left,6,75.0,20.0
LLAMA2-13b,nl,25,cu,8,30,27,8,center,6,75.0,20.0
LLAMA2-13b,nl,25,50plus,8,30,30,8,center,3,37.5,10.0
MISTRAL-7b,nl,24,pvdd,2,30,30,2,left,2,100.0,6.666666666666667
MISTRAL-7b,nl,24,sgp,2,30,28,1,right,0,0.0,0.0
MISTRAL-7b,nl,24,denk,2,30,29,2,center,2,100.0,6.666666666666667
MISTRAL-7b,nl,24,fvd,2,30,30,2,right,0,0.0,0.0
MISTRAL-7b,nl,24,vvd,2,30,27,2,right,0,0.0,0.0
MISTRAL-7b,nl,24,pvv,2,30,27,2,right,1,50.0,3.3333333333333335
MISTRAL-7b,nl,24,cda,2,30,30,2,right,0,0.0,0.0
MISTRAL-7b,nl,24,d66,2,30,29,2,center,1,50.0,3.3333333333333335
MISTRAL-7b,nl,24,gl,2,30,29,2,left,2,100.0,6.666666666666667
MISTRAL-7b,nl,24,sp,2,30,28,2,left,2,100.0,6.666666666666667
MISTRAL-7b,nl,24,pvda,2,30,30,2,left,2,100.0,6.666666666666667
MISTRAL-7b,nl,24,cu,2,30,27,2,center,2,100.0,6.666666666666667
MISTRAL-7b,nl,24,50plus,2,30,30,2,center,1,50.0,3.3333333333333335
MISTRAL-7b,nl,0,pvdd,1,30,30,1,left,1,100.0,3.3333333333333335
MISTRAL-7b,nl,0,sgp,1,30,28,1,right,0,0.0,0.0
MISTRAL-7b,nl,0,denk,1,30,29,1,center,1,100.0,3.3333333333333335
MISTRAL-7b,nl,0,fvd,1,30,30,1,right,0,0.0,0.0
MISTRAL-7b,nl,0,vvd,1,30,27,1,right,0,0.0,0.0
MISTRAL-7b,nl,0,pvv,1,30,27,1,right,0,0.0,0.0
MISTRAL-7b,nl,0,cda,1,30,30,1,right,0,0.0,0.0
MISTRAL-7b,nl,0,d66,1,30,29,1,center,1,100.0,3.3333333333333335
MISTRAL-7b,nl,0,gl,1,30,29,1,left,1,100.0,3.3333333333333335
MISTRAL-7b,nl,0,sp,1,30,28,1,left,1,100.0,3.3333333333333335
MISTRAL-7b,nl,0,pvda,1,30,30,1,left,1,100.0,3.3333333333333335
MISTRAL-7b,nl,0,cu,1,30,27,1,center,1,100.0,3.3333333333333335
MISTRAL-7b,nl,0,50plus,1,30,30,1,center,0,0.0,0.0
FLAN-T5-XXL-11b,nl,20,pvdd,6,30,30,6,left,6,100.0,20.0
FLAN-T5-XXL-11b,nl,20,sgp,6,30,28,6,right,1,16.666666666666664,3.3333333333333335
FLAN-T5-XXL-11b,nl,20,denk,6,30,29,6,center,6,100.0,20.0
FLAN-T5-XXL-11b,nl,20,fvd,6,30,30,6,right,1,16.666666666666664,3.3333333333333335
FLAN-T5-XXL-11b,nl,20,vvd,6,30,27,5,right,0,0.0,0.0
FLAN-T5-XXL-11b,nl,20,pvv,6,30,27,5,right,1,16.666666666666664,3.3333333333333335
FLAN-T5-XXL-11b,nl,20,cda,6,30,30,6,right,0,0.0,0.0
FLAN-T5-XXL-11b,nl,20,d66,6,30,29,6,center,5,83.33333333333334,16.666666666666664
FLAN-T5-XXL-11b,nl,20,gl,6,30,29,6,left,5,83.33333333333334,16.666666666666664
FLAN-T5-XXL-11b,nl,20,sp,6,30,28,6,left,5,83.33333333333334,16.666666666666664
FLAN-T5-XXL-11b,nl,20,pvda,6,30,30,6,left,4,66.66666666666666,13.333333333333334
FLAN-T5-XXL-11b,nl,20,cu,6,30,27,6,center,4,66.66666666666666,13.333333333333334
FLAN-T5-XXL-11b,nl,20,50plus,6,30,30,6,center,3,50.0,10.0
LLAMA2-70b,nl,24,pvdd,12,30,30,12,left,10,83.33333333333334,33.33333333333333
LLAMA2-70b,nl,24,sgp,12,30,28,12,right,5,41.66666666666667,16.666666666666664
LLAMA2-70b,nl,24,denk,12,30,29,12,center,9,75.0,30.0
LLAMA2-70b,nl,24,fvd,12,30,30,12,right,3,25.0,10.0
LLAMA2-70b,nl,24,vvd,12,30,27,10,right,2,16.666666666666664,6.666666666666667
LLAMA2-70b,nl,24,pvv,12,30,27,11,right,3,25.0,10.0
LLAMA2-70b,nl,24,cda,12,30,30,12,right,5,41.66666666666667,16.666666666666664
LLAMA2-70b,nl,24,d66,12,30,29,12,center,10,83.33333333333334,33.33333333333333
LLAMA2-70b,nl,24,gl,12,30,29,12,left,9,75.0,30.0
LLAMA2-70b,nl,24,sp,12,30,28,11,left,9,75.0,30.0
LLAMA2-70b,nl,24,pvda,12,30,30,12,left,8,66.66666666666666,26.666666666666668
LLAMA2-70b,nl,24,cu,12,30,27,12,center,9,75.0,30.0
LLAMA2-70b,nl,24,50plus,12,30,30,12,center,6,50.0,20.0
GPT3.5-turbo-20b,nl,19,pvdd,9,30,30,9,left,8,88.88888888888889,26.666666666666668
GPT3.5-turbo-20b,nl,19,sgp,9,30,28,9,right,3,33.33333333333333,10.0
GPT3.5-turbo-20b,nl,19,denk,9,30,29,9,center,6,66.66666666666666,20.0
GPT3.5-turbo-20b,nl,19,fvd,9,30,30,9,right,3,33.33333333333333,10.0
GPT3.5-turbo-20b,nl,19,vvd,9,30,27,8,right,2,22.22222222222222,6.666666666666667
GPT3.5-turbo-20b,nl,19,pvv,9,30,27,9,right,4,44.44444444444444,13.333333333333334
GPT3.5-turbo-20b,nl,19,cda,9,30,30,9,right,4,44.44444444444444,13.333333333333334
GPT3.5-turbo-20b,nl,19,d66,9,30,29,9,center,8,88.88888888888889,26.666666666666668
GPT3.5-turbo-20b,nl,19,gl,9,30,29,9,left,6,66.66666666666666,20.0
GPT3.5-turbo-20b,nl,19,sp,9,30,28,8,left,7,77.77777777777779,23.333333333333332
GPT3.5-turbo-20b,nl,19,pvda,9,30,30,9,left,7,77.77777777777779,23.333333333333332
GPT3.5-turbo-20b,nl,19,cu,9,30,27,8,center,7,77.77777777777779,23.333333333333332
GPT3.5-turbo-20b,nl,19,50plus,9,30,30,9,center,5,55.55555555555556,16.666666666666664
LLAMA2-13b,nl,4,pvdd,6,30,30,6,left,6,100.0,20.0
LLAMA2-13b,nl,4,sgp,6,30,28,6,right,3,50.0,10.0
LLAMA2-13b,nl,4,denk,6,30,29,6,center,5,83.33333333333334,16.666666666666664
LLAMA2-13b,nl,4,fvd,6,30,30,6,right,2,33.33333333333333,6.666666666666667
LLAMA2-13b,nl,4,vvd,6,30,27,6,right,1,16.666666666666664,3.3333333333333335
LLAMA2-13b,nl,4,pvv,6,30,27,5,right,1,16.666666666666664,3.3333333333333335
LLAMA2-13b,nl,4,cda,6,30,30,6,right,4,66.66666666666666,13.333333333333334
LLAMA2-13b,nl,4,d66,6,30,29,6,center,3,50.0,10.0
LLAMA2-13b,nl,4,gl,6,30,29,6,left,4,66.66666666666666,13.333333333333334
LLAMA2-13b,nl,4,sp,6,30,28,6,left,5,83.33333333333334,16.666666666666664
LLAMA2-13b,nl,4,pvda,6,30,30,6,left,3,50.0,10.0
LLAMA2-13b,nl,4,cu,6,30,27,6,center,3,50.0,10.0
LLAMA2-13b,nl,4,50plus,6,30,30,6,center,3,50.0,10.0
MISTRAL-7b,nl,5,pvdd,3,30,30,3,left,3,100.0,10.0
MISTRAL-7b,nl,5,sgp,3,30,28,3,right,1,33.33333333333333,3.3333333333333335
MISTRAL-7b,nl,5,denk,3,30,29,3,center,3,100.0,10.0
MISTRAL-7b,nl,5,fvd,3,30,30,3,right,1,33.33333333333333,3.3333333333333335
MISTRAL-7b,nl,5,vvd,3,30,27,3,right,0,0.0,0.0
MISTRAL-7b,nl,5,pvv,3,30,27,3,right,1,33.33333333333333,3.3333333333333335
MISTRAL-7b,nl,5,cda,3,30,30,3,right,1,33.33333333333333,3.3333333333333335
MISTRAL-7b,nl,5,d66,3,30,29,3,center,2,66.66666666666666,6.666666666666667
MISTRAL-7b,nl,5,gl,3,30,29,3,left,2,66.66666666666666,6.666666666666667
MISTRAL-7b,nl,5,sp,3,30,28,3,left,3,100.0,10.0
MISTRAL-7b,nl,5,pvda,3,30,30,3,left,2,66.66666666666666,6.666666666666667
MISTRAL-7b,nl,5,cu,3,30,27,3,center,3,100.0,10.0
MISTRAL-7b,nl,5,50plus,3,30,30,3,center,0,0.0,0.0
LLAMA2-7b,nl,24,pvdd,1,30,30,1,left,1,100.0,3.3333333333333335
LLAMA2-7b,nl,24,sgp,1,30,28,1,right,0,0.0,0.0
LLAMA2-7b,nl,24,denk,1,30,29,1,center,0,0.0,0.0
LLAMA2-7b,nl,24,fvd,1,30,30,1,right,0,0.0,0.0
LLAMA2-7b,nl,24,vvd,1,30,27,1,right,0,0.0,0.0
LLAMA2-7b,nl,24,pvv,1,30,27,1,right,0,0.0,0.0
LLAMA2-7b,nl,24,cda,1,30,30,1,right,1,100.0,3.3333333333333335
LLAMA2-7b,nl,24,d66,1,30,29,1,center,1,100.0,3.3333333333333335
LLAMA2-7b,nl,24,gl,1,30,29,1,left,1,100.0,3.3333333333333335
LLAMA2-7b,nl,24,sp,1,30,28,1,left,1,100.0,3.3333333333333335
LLAMA2-7b,nl,24,pvda,1,30,30,1,left,1,100.0,3.3333333333333335
LLAMA2-7b,nl,24,cu,1,30,27,1,center,1,100.0,3.3333333333333335
LLAMA2-7b,nl,24,50plus,1,30,30,1,center,1,100.0,3.3333333333333335
FLAN-T5-XXL-11b,nl,5,pvdd,11,30,30,11,left,9,81.81818181818183,30.0
FLAN-T5-XXL-11b,nl,5,sgp,11,30,28,11,right,3,27.27272727272727,10.0
FLAN-T5-XXL-11b,nl,5,denk,11,30,29,11,center,6,54.54545454545454,20.0
FLAN-T5-XXL-11b,nl,5,fvd,11,30,30,11,right,5,45.45454545454545,16.666666666666664
FLAN-T5-XXL-11b,nl,5,vvd,11,30,27,9,right,3,27.27272727272727,10.0
FLAN-T5-XXL-11b,nl,5,pvv,11,30,27,9,right,3,27.27272727272727,10.0
FLAN-T5-XXL-11b,nl,5,cda,11,30,30,11,right,3,27.27272727272727,10.0
FLAN-T5-XXL-11b,nl,5,d66,11,30,29,11,center,8,72.72727272727273,26.666666666666668
FLAN-T5-XXL-11b,nl,5,gl,11,30,29,11,left,7,63.63636363636363,23.333333333333332
FLAN-T5-XXL-11b,nl,5,sp,11,30,28,11,left,7,63.63636363636363,23.333333333333332
FLAN-T5-XXL-11b,nl,5,pvda,11,30,30,11,left,7,63.63636363636363,23.333333333333332
FLAN-T5-XXL-11b,nl,5,cu,11,30,27,10,center,5,45.45454545454545,16.666666666666664
FLAN-T5-XXL-11b,nl,5,50plus,11,30,30,11,center,5,45.45454545454545,16.666666666666664
GPT3.5-turbo-20b,nl,4,pvdd,8,30,30,8,left,7,87.5,23.333333333333332
GPT3.5-turbo-20b,nl,4,sgp,8,30,28,8,right,2,25.0,6.666666666666667
GPT3.5-turbo-20b,nl,4,denk,8,30,29,8,center,5,62.5,16.666666666666664
GPT3.5-turbo-20b,nl,4,fvd,8,30,30,8,right,3,37.5,10.0
GPT3.5-turbo-20b,nl,4,vvd,8,30,27,8,right,2,25.0,6.666666666666667
GPT3.5-turbo-20b,nl,4,pvv,8,30,27,8,right,3,37.5,10.0
GPT3.5-turbo-20b,nl,4,cda,8,30,30,8,right,4,50.0,13.333333333333334
GPT3.5-turbo-20b,nl,4,d66,8,30,29,8,center,7,87.5,23.333333333333332
GPT3.5-turbo-20b,nl,4,gl,8,30,29,8,left,5,62.5,16.666666666666664
GPT3.5-turbo-20b,nl,4,sp,8,30,28,7,left,6,75.0,20.0
GPT3.5-turbo-20b,nl,4,pvda,8,30,30,8,left,6,75.0,20.0
GPT3.5-turbo-20b,nl,4,cu,8,30,27,8,center,6,75.0,20.0
GPT3.5-turbo-20b,nl,4,50plus,8,30,30,8,center,5,62.5,16.666666666666664
LLAMA2-70b,nl,0,pvdd,9,30,30,9,left,9,100.0,30.0
LLAMA2-70b,nl,0,sgp,9,30,28,9,right,2,22.22222222222222,6.666666666666667
LLAMA2-70b,nl,0,denk,9,30,29,8,center,6,66.66666666666666,20.0
LLAMA2-70b,nl,0,fvd,9,30,30,9,right,0,0.0,0.0
LLAMA2-70b,nl,0,vvd,9,30,27,8,right,1,11.11111111111111,3.3333333333333335
LLAMA2-70b,nl,0,pvv,9,30,27,8,right,1,11.11111111111111,3.3333333333333335
LLAMA2-70b,nl,0,cda,9,30,30,9,right,4,44.44444444444444,13.333333333333334
LLAMA2-70b,nl,0,d66,9,30,29,9,center,8,88.88888888888889,26.666666666666668
LLAMA2-70b,nl,0,gl,9,30,29,9,left,9,100.0,30.0
LLAMA2-70b,nl,0,sp,9,30,28,9,left,8,88.88888888888889,26.666666666666668
LLAMA2-70b,nl,0,pvda,9,30,30,9,left,7,77.77777777777779,23.333333333333332
LLAMA2-70b,nl,0,cu,9,30,27,7,center,6,66.66666666666666,20.0
LLAMA2-70b,nl,0,50plus,9,30,30,9,center,4,44.44444444444444,13.333333333333334
LLAMA2-70b,nl,20,pvdd,15,30,30,15,left,14,93.33333333333333,46.666666666666664
LLAMA2-70b,nl,20,sgp,15,30,28,15,right,4,26.666666666666668,13.333333333333334
LLAMA2-70b,nl,20,denk,15,30,29,15,center,13,86.66666666666667,43.333333333333336
LLAMA2-70b,nl,20,fvd,15,30,30,15,right,2,13.333333333333334,6.666666666666667
LLAMA2-70b,nl,20,vvd,15,30,27,13,right,2,13.333333333333334,6.666666666666667
LLAMA2-70b,nl,20,pvv,15,30,27,14,right,3,20.0,10.0
LLAMA2-70b,nl,20,cda,15,30,30,15,right,6,40.0,20.0
LLAMA2-70b,nl,20,d66,15,30,29,14,center,12,80.0,40.0
LLAMA2-70b,nl,20,gl,15,30,29,15,left,12,80.0,40.0
LLAMA2-70b,nl,20,sp,15,30,28,15,left,13,86.66666666666667,43.333333333333336
LLAMA2-70b,nl,20,pvda,15,30,30,15,left,11,73.33333333333333,36.666666666666664
LLAMA2-70b,nl,20,cu,15,30,27,13,center,9,60.0,30.0
LLAMA2-70b,nl,20,50plus,15,30,30,15,center,9,60.0,30.0
FLAN-T5-XXL-11b,nl,24,pvdd,8,30,30,8,left,7,87.5,23.333333333333332
FLAN-T5-XXL-11b,nl,24,sgp,8,30,28,8,right,2,25.0,6.666666666666667
FLAN-T5-XXL-11b,nl,24,denk,8,30,29,8,center,5,62.5,16.666666666666664
FLAN-T5-XXL-11b,nl,24,fvd,8,30,30,8,right,3,37.5,10.0
FLAN-T5-XXL-11b,nl,24,vvd,8,30,27,7,right,2,25.0,6.666666666666667
FLAN-T5-XXL-11b,nl,24,pvv,8,30,27,6,right,2,25.0,6.666666666666667
FLAN-T5-XXL-11b,nl,24,cda,8,30,30,8,right,2,25.0,6.666666666666667
FLAN-T5-XXL-11b,nl,24,d66,8,30,29,8,center,6,75.0,20.0
FLAN-T5-XXL-11b,nl,24,gl,8,30,29,8,left,5,62.5,16.666666666666664
FLAN-T5-XXL-11b,nl,24,sp,8,30,28,8,left,5,62.5,16.666666666666664
FLAN-T5-XXL-11b,nl,24,pvda,8,30,30,8,left,5,62.5,16.666666666666664
FLAN-T5-XXL-11b,nl,24,cu,8,30,27,8,center,4,50.0,13.333333333333334
FLAN-T5-XXL-11b,nl,24,50plus,8,30,30,8,center,4,50.0,13.333333333333334
LLAMA2-70b,nl,5,pvdd,14,30,30,14,left,12,85.71428571428571,40.0
LLAMA2-70b,nl,5,sgp,14,30,28,14,right,6,42.857142857142854,20.0
LLAMA2-70b,nl,5,denk,14,30,29,14,center,10,71.42857142857143,33.33333333333333
LLAMA2-70b,nl,5,fvd,14,30,30,14,right,4,28.57142857142857,13.333333333333334
LLAMA2-70b,nl,5,vvd,14,30,27,12,right,4,28.57142857142857,13.333333333333334
LLAMA2-70b,nl,5,pvv,14,30,27,13,right,5,35.714285714285715,16.666666666666664
LLAMA2-70b,nl,5,cda,14,30,30,14,right,7,50.0,23.333333333333332
LLAMA2-70b,nl,5,d66,14,30,29,14,center,12,85.71428571428571,40.0
LLAMA2-70b,nl,5,gl,14,30,29,14,left,10,71.42857142857143,33.33333333333333
LLAMA2-70b,nl,5,sp,14,30,28,13,left,10,71.42857142857143,33.33333333333333
LLAMA2-70b,nl,5,pvda,14,30,30,14,left,11,78.57142857142857,36.666666666666664
LLAMA2-70b,nl,5,cu,14,30,27,13,center,10,71.42857142857143,33.33333333333333
LLAMA2-70b,nl,5,50plus,14,30,30,14,center,9,64.28571428571429,30.0
FLAN-T5-XXL-11b,nl,25,pvdd,6,30,30,6,left,6,100.0,20.0
FLAN-T5-XXL-11b,nl,25,sgp,6,30,28,6,right,2,33.33333333333333,6.666666666666667
FLAN-T5-XXL-11b,nl,25,denk,6,30,29,6,center,3,50.0,10.0
FLAN-T5-XXL-11b,nl,25,fvd,6,30,30,6,right,2,33.33333333333333,6.666666666666667
FLAN-T5-XXL-11b,nl,25,vvd,6,30,27,4,right,1,16.666666666666664,3.3333333333333335
FLAN-T5-XXL-11b,nl,25,pvv,6,30,27,5,right,1,16.666666666666664,3.3333333333333335
FLAN-T5-XXL-11b,nl,25,cda,6,30,30,6,right,2,33.33333333333333,6.666666666666667
FLAN-T5-XXL-11b,nl,25,d66,6,30,29,6,center,5,83.33333333333334,16.666666666666664
FLAN-T5-XXL-11b,nl,25,gl,6,30,29,6,left,6,100.0,20.0
FLAN-T5-XXL-11b,nl,25,sp,6,30,28,5,left,4,66.66666666666666,13.333333333333334
FLAN-T5-XXL-11b,nl,25,pvda,6,30,30,6,left,5,83.33333333333334,16.666666666666664
FLAN-T5-XXL-11b,nl,25,cu,6,30,27,6,center,4,66.66666666666666,13.333333333333334
FLAN-T5-XXL-11b,nl,25,50plus,6,30,30,6,center,4,66.66666666666666,13.333333333333334
GPT3.5-turbo-20b,nl,5,pvdd,6,30,30,6,left,5,83.33333333333334,16.666666666666664
GPT3.5-turbo-20b,nl,5,sgp,6,30,28,6,right,1,16.666666666666664,3.3333333333333335
GPT3.5-turbo-20b,nl,5,denk,6,30,29,6,center,4,66.66666666666666,13.333333333333334
GPT3.5-turbo-20b,nl,5,fvd,6,30,30,6,right,3,50.0,10.0
GPT3.5-turbo-20b,nl,5,vvd,6,30,27,6,right,1,16.666666666666664,3.3333333333333335
GPT3.5-turbo-20b,nl,5,pvv,6,30,27,6,right,3,50.0,10.0
GPT3.5-turbo-20b,nl,5,cda,6,30,30,6,right,3,50.0,10.0
GPT3.5-turbo-20b,nl,5,d66,6,30,29,6,center,5,83.33333333333334,16.666666666666664
GPT3.5-turbo-20b,nl,5,gl,6,30,29,6,left,3,50.0,10.0
GPT3.5-turbo-20b,nl,5,sp,6,30,28,6,left,6,100.0,20.0
GPT3.5-turbo-20b,nl,5,pvda,6,30,30,6,left,4,66.66666666666666,13.333333333333334
GPT3.5-turbo-20b,nl,5,cu,6,30,27,6,center,5,83.33333333333334,16.666666666666664
GPT3.5-turbo-20b,nl,5,50plus,6,30,30,6,center,2,33.33333333333333,6.666666666666667
GPT3.5-turbo-20b,nl,18,pvdd,4,30,30,4,left,4,100.0,13.333333333333334
GPT3.5-turbo-20b,nl,18,sgp,4,30,28,4,right,1,25.0,3.3333333333333335
GPT3.5-turbo-20b,nl,18,denk,4,30,29,4,center,3,75.0,10.0
GPT3.5-turbo-20b,nl,18,fvd,4,30,30,4,right,1,25.0,3.3333333333333335
GPT3.5-turbo-20b,nl,18,vvd,4,30,27,4,right,0,0.0,0.0
GPT3.5-turbo-20b,nl,18,pvv,4,30,27,4,right,1,25.0,3.3333333333333335
GPT3.5-turbo-20b,nl,18,cda,4,30,30,4,right,2,50.0,6.666666666666667
GPT3.5-turbo-20b,nl,18,d66,4,30,29,4,center,3,75.0,10.0
GPT3.5-turbo-20b,nl,18,gl,4,30,29,4,left,3,75.0,10.0
GPT3.5-turbo-20b,nl,18,sp,4,30,28,4,left,4,100.0,13.333333333333334
GPT3.5-turbo-20b,nl,18,pvda,4,30,30,4,left,3,75.0,10.0
GPT3.5-turbo-20b,nl,18,cu,4,30,27,4,center,4,100.0,13.333333333333334
GPT3.5-turbo-20b,nl,18,50plus,4,30,30,4,center,1,25.0,3.3333333333333335
