model,country,template_id,party,answered_stats_model,total_stats,answered_stats_party,answered_stats_party_and_model,rile,n_matches,relative_matches_model,relative_matches_stats
FLAN-T5-XXL-11b,es,25,psoe,10,24,21,8,left,5,50.0,20.833333333333336
FLAN-T5-XXL-11b,es,25,ppp,10,24,18,9,right,1,10.0,4.166666666666666
FLAN-T5-XXL-11b,es,25,vox,10,24,23,10,right,1,10.0,4.166666666666666
GPT3.5-turbo-20b,es,5,erc,12,24,24,12,left,11,91.66666666666666,45.83333333333333
GPT3.5-turbo-20b,es,5,pdecat,12,24,17,10,right,8,66.66666666666666,33.33333333333333
GPT3.5-turbo-20b,es,5,psoe,12,24,21,11,left,8,66.66666666666666,33.33333333333333
GPT3.5-turbo-20b,es,5,ppp,12,24,18,10,right,0,0.0,0.0
GPT3.5-turbo-20b,es,5,vox,12,24,23,12,right,1,8.333333333333332,4.166666666666666
MISTRAL-7b,es,25,vox,2,24,23,2,right,1,50.0,4.166666666666666
MISTRAL-7b,es,25,psoe,2,24,21,2,left,1,50.0,4.166666666666666
MISTRAL-7b,es,25,erc,2,24,24,2,left,1,50.0,4.166666666666666
MISTRAL-7b,es,25,pdecat,2,24,17,1,right,0,0.0,0.0
MISTRAL-7b,es,25,ppp,2,24,18,1,right,0,0.0,0.0
MISTRAL-7b,es,20,erc,1,24,24,1,left,1,100.0,4.166666666666666
MISTRAL-7b,es,20,psoe,1,24,21,1,left,1,100.0,4.166666666666666
MISTRAL-7b,es,20,vox,1,24,23,1,right,0,0.0,0.0
MISTRAL-7b,es,20,ppp,1,24,18,1,right,0,0.0,0.0
MISTRAL-7b,es,20,pdecat,1,24,17,0,right,0,0.0,0.0
GPT3.5-turbo-20b,es,18,erc,11,24,24,11,left,10,90.9090909090909,41.66666666666667
GPT3.5-turbo-20b,es,18,pdecat,11,24,17,8,right,7,63.63636363636363,29.166666666666668
GPT3.5-turbo-20b,es,18,psoe,11,24,21,10,left,8,72.72727272727273,33.33333333333333
GPT3.5-turbo-20b,es,18,ppp,11,24,18,10,right,1,9.090909090909092,4.166666666666666
GPT3.5-turbo-20b,es,18,vox,11,24,23,11,right,1,9.090909090909092,4.166666666666666
LLAMA2-70b,es,4,erc,13,24,24,13,left,12,92.3076923076923,50.0
LLAMA2-70b,es,4,pdecat,13,24,17,9,right,7,53.84615384615385,29.166666666666668
LLAMA2-70b,es,4,psoe,13,24,21,11,left,8,61.53846153846154,33.33333333333333
LLAMA2-70b,es,4,ppp,13,24,18,11,right,0,0.0,0.0
LLAMA2-70b,es,4,vox,13,24,23,13,right,2,15.384615384615385,8.333333333333332
FLAN-T5-XXL-11b,es,4,erc,6,24,24,6,left,6,100.0,25.0
FLAN-T5-XXL-11b,es,4,pdecat,6,24,17,4,right,4,66.66666666666666,16.666666666666664
FLAN-T5-XXL-11b,es,4,psoe,6,24,21,5,left,3,50.0,12.5
FLAN-T5-XXL-11b,es,4,ppp,6,24,18,6,right,0,0.0,0.0
FLAN-T5-XXL-11b,es,4,vox,6,24,23,6,right,0,0.0,0.0
LLAMA2-13b,es,20,erc,7,24,24,7,left,6,85.71428571428571,25.0
LLAMA2-13b,es,20,pdecat,7,24,17,6,right,5,71.42857142857143,20.833333333333336
LLAMA2-13b,es,20,psoe,7,24,21,7,left,4,57.14285714285714,16.666666666666664
LLAMA2-13b,es,20,ppp,7,24,18,6,right,0,0.0,0.0
LLAMA2-13b,es,20,vox,7,24,23,7,right,1,14.285714285714285,4.166666666666666
GPT3.5-turbo-20b,es,24,vox,13,24,23,13,right,2,15.384615384615385,8.333333333333332
GPT3.5-turbo-20b,es,24,ppp,13,24,18,11,right,1,7.6923076923076925,4.166666666666666
GPT3.5-turbo-20b,es,24,pdecat,13,24,17,10,right,8,61.53846153846154,33.33333333333333
GPT3.5-turbo-20b,es,24,psoe,13,24,21,12,left,9,69.23076923076923,37.5
GPT3.5-turbo-20b,es,24,erc,13,24,24,13,left,11,84.61538461538461,45.83333333333333
LLAMA2-70b,ch,25,fdp_ch,27,60,60,27,center,8,29.629629629629626,13.333333333333334
LLAMA2-70b,ch,25,evp,27,60,60,27,center,21,77.77777777777779,35.0
LLAMA2-70b,ch,25,grne,27,60,60,27,left,24,88.88888888888889,40.0
LLAMA2-70b,ch,25,sp,27,60,60,27,left,24,88.88888888888889,40.0
LLAMA2-70b,ch,25,svp,27,60,60,27,right,3,11.11111111111111,5.0
LLAMA2-70b,ch,25,die-mitte,27,60,60,27,center,13,48.148148148148145,21.666666666666668
LLAMA2-7b,ch,4,fdp_ch,3,60,60,3,center,2,66.66666666666666,3.3333333333333335
LLAMA2-7b,ch,4,evp,3,60,60,3,center,3,100.0,5.0
LLAMA2-7b,ch,4,grne,3,60,60,3,left,3,100.0,5.0
LLAMA2-7b,ch,4,sp,3,60,60,3,left,3,100.0,5.0
LLAMA2-7b,ch,4,svp,3,60,60,3,right,0,0.0,0.0
LLAMA2-7b,ch,4,die-mitte,3,60,60,3,center,2,66.66666666666666,3.3333333333333335
LLAMA2-7b,ch,5,fdp_ch,6,60,60,6,center,5,83.33333333333334,8.333333333333332
LLAMA2-7b,ch,5,evp,6,60,60,6,center,5,83.33333333333334,8.333333333333332
LLAMA2-7b,ch,5,grne,6,60,60,6,left,6,100.0,10.0
LLAMA2-7b,ch,5,sp,6,60,60,6,left,6,100.0,10.0
LLAMA2-7b,ch,5,svp,6,60,60,6,right,1,16.666666666666664,1.6666666666666667
LLAMA2-7b,ch,5,die-mitte,6,60,60,6,center,5,83.33333333333334,8.333333333333332
FLAN-T5-XXL-11b,ch,0,fdp_ch,16,60,60,16,center,6,37.5,10.0
FLAN-T5-XXL-11b,ch,0,evp,16,60,60,16,center,14,87.5,23.333333333333332
FLAN-T5-XXL-11b,ch,0,grne,16,60,60,16,left,14,87.5,23.333333333333332
FLAN-T5-XXL-11b,ch,0,sp,16,60,60,16,left,14,87.5,23.333333333333332
FLAN-T5-XXL-11b,ch,0,svp,16,60,60,16,right,3,18.75,5.0
FLAN-T5-XXL-11b,ch,0,die-mitte,16,60,60,16,center,10,62.5,16.666666666666664
GPT3.5-turbo-20b,ch,25,fdp_ch,23,60,60,23,center,10,43.47826086956522,16.666666666666664
GPT3.5-turbo-20b,ch,25,evp,23,60,60,23,center,18,78.26086956521739,30.0
GPT3.5-turbo-20b,ch,25,grne,23,60,60,23,left,21,91.30434782608695,35.0
GPT3.5-turbo-20b,ch,25,sp,23,60,60,23,left,21,91.30434782608695,35.0
GPT3.5-turbo-20b,ch,25,svp,23,60,60,23,right,3,13.043478260869565,5.0
GPT3.5-turbo-20b,ch,25,die-mitte,23,60,60,23,center,12,52.17391304347826,20.0
LLAMA2-13b,ch,5,fdp_ch,25,60,60,25,center,12,48.0,20.0
LLAMA2-13b,ch,5,evp,25,60,60,25,center,16,64.0,26.666666666666668
LLAMA2-13b,ch,5,grne,25,60,60,25,left,19,76.0,31.666666666666664
LLAMA2-13b,ch,5,sp,25,60,60,25,left,19,76.0,31.666666666666664
LLAMA2-13b,ch,5,svp,25,60,60,25,right,6,24.0,10.0
LLAMA2-13b,ch,5,die-mitte,25,60,60,25,center,11,44.0,18.333333333333332
LLAMA2-13b,ch,24,fdp_ch,28,60,60,28,center,12,42.857142857142854,20.0
LLAMA2-13b,ch,24,evp,28,60,60,28,center,19,67.85714285714286,31.666666666666664
LLAMA2-13b,ch,24,grne,28,60,60,28,left,23,82.14285714285714,38.333333333333336
LLAMA2-13b,ch,24,sp,28,60,60,28,left,22,78.57142857142857,36.666666666666664
LLAMA2-13b,ch,24,svp,28,60,60,28,right,6,21.428571428571427,10.0
LLAMA2-13b,ch,24,die-mitte,28,60,60,28,center,13,46.42857142857143,21.666666666666668
LLAMA2-7b,ch,0,fdp_ch,2,60,60,2,center,1,50.0,1.6666666666666667
LLAMA2-7b,ch,0,evp,2,60,60,2,center,1,50.0,1.6666666666666667
LLAMA2-7b,ch,0,grne,2,60,60,2,left,2,100.0,3.3333333333333335
LLAMA2-7b,ch,0,sp,2,60,60,2,left,2,100.0,3.3333333333333335
LLAMA2-7b,ch,0,svp,2,60,60,2,right,0,0.0,0.0
LLAMA2-7b,ch,0,die-mitte,2,60,60,2,center,2,100.0,3.3333333333333335
LLAMA2-7b,ch,20,fdp_ch,16,60,60,16,center,7,43.75,11.666666666666666
LLAMA2-7b,ch,20,evp,16,60,60,16,center,13,81.25,21.666666666666668
LLAMA2-7b,ch,20,grne,16,60,60,16,left,15,93.75,25.0
LLAMA2-7b,ch,20,sp,16,60,60,16,left,15,93.75,25.0
LLAMA2-7b,ch,20,svp,16,60,60,16,right,2,12.5,3.3333333333333335
LLAMA2-7b,ch,20,die-mitte,16,60,60,16,center,8,50.0,13.333333333333334
LLAMA2-13b,ch,25,fdp_ch,24,60,60,24,center,11,45.83333333333333,18.333333333333332
LLAMA2-13b,ch,25,evp,24,60,60,24,center,17,70.83333333333334,28.333333333333332
LLAMA2-13b,ch,25,grne,24,60,60,24,left,20,83.33333333333334,33.33333333333333
LLAMA2-13b,ch,25,sp,24,60,60,24,left,20,83.33333333333334,33.33333333333333
LLAMA2-13b,ch,25,svp,24,60,60,24,right,4,16.666666666666664,6.666666666666667
LLAMA2-13b,ch,25,die-mitte,24,60,60,24,center,12,50.0,20.0
LLAMA2-13b,ch,0,fdp_ch,8,60,60,8,center,4,50.0,6.666666666666667
LLAMA2-13b,ch,0,evp,8,60,60,8,center,7,87.5,11.666666666666666
LLAMA2-13b,ch,0,grne,8,60,60,8,left,8,100.0,13.333333333333334
LLAMA2-13b,ch,0,sp,8,60,60,8,left,8,100.0,13.333333333333334
LLAMA2-13b,ch,0,svp,8,60,60,8,right,1,12.5,1.6666666666666667
LLAMA2-13b,ch,0,die-mitte,8,60,60,8,center,6,75.0,10.0
MISTRAL-7b,ch,24,fdp_ch,9,60,60,9,center,4,44.44444444444444,6.666666666666667
MISTRAL-7b,ch,24,evp,9,60,60,9,center,8,88.88888888888889,13.333333333333334
MISTRAL-7b,ch,24,grne,9,60,60,9,left,9,100.0,15.0
MISTRAL-7b,ch,24,sp,9,60,60,9,left,9,100.0,15.0
MISTRAL-7b,ch,24,svp,9,60,60,9,right,1,11.11111111111111,1.6666666666666667
MISTRAL-7b,ch,24,die-mitte,9,60,60,9,center,7,77.77777777777779,11.666666666666666
MISTRAL-7b,ch,0,fdp_ch,13,60,60,13,center,6,46.15384615384615,10.0
MISTRAL-7b,ch,0,evp,13,60,60,13,center,11,84.61538461538461,18.333333333333332
MISTRAL-7b,ch,0,grne,13,60,60,13,left,12,92.3076923076923,20.0
MISTRAL-7b,ch,0,sp,13,60,60,13,left,12,92.3076923076923,20.0
MISTRAL-7b,ch,0,svp,13,60,60,13,right,2,15.384615384615385,3.3333333333333335
MISTRAL-7b,ch,0,die-mitte,13,60,60,13,center,9,69.23076923076923,15.0
FLAN-T5-XXL-11b,ch,20,fdp_ch,23,60,60,23,center,9,39.130434782608695,15.0
FLAN-T5-XXL-11b,ch,20,evp,23,60,60,23,center,17,73.91304347826086,28.333333333333332
FLAN-T5-XXL-11b,ch,20,grne,23,60,60,23,left,18,78.26086956521739,30.0
FLAN-T5-XXL-11b,ch,20,sp,23,60,60,23,left,18,78.26086956521739,30.0
FLAN-T5-XXL-11b,ch,20,svp,23,60,60,23,right,5,21.73913043478261,8.333333333333332
FLAN-T5-XXL-11b,ch,20,die-mitte,23,60,60,23,center,11,47.82608695652174,18.333333333333332
LLAMA2-70b,ch,24,fdp_ch,31,60,60,31,center,9,29.03225806451613,15.0
LLAMA2-70b,ch,24,evp,31,60,60,31,center,21,67.74193548387096,35.0
LLAMA2-70b,ch,24,grne,31,60,60,31,left,28,90.32258064516128,46.666666666666664
LLAMA2-70b,ch,24,sp,31,60,60,31,left,26,83.87096774193549,43.333333333333336
LLAMA2-70b,ch,24,svp,31,60,60,31,right,4,12.903225806451612,6.666666666666667
LLAMA2-70b,ch,24,die-mitte,31,60,60,31,center,13,41.935483870967744,21.666666666666668
GPT3.5-turbo-20b,ch,19,fdp_ch,29,60,60,29,center,10,34.48275862068966,16.666666666666664
GPT3.5-turbo-20b,ch,19,evp,29,60,60,29,center,21,72.41379310344827,35.0
GPT3.5-turbo-20b,ch,19,grne,29,60,60,29,left,26,89.65517241379311,43.333333333333336
GPT3.5-turbo-20b,ch,19,sp,29,60,60,29,left,25,86.20689655172413,41.66666666666667
GPT3.5-turbo-20b,ch,19,svp,29,60,60,29,right,3,10.344827586206897,5.0
GPT3.5-turbo-20b,ch,19,die-mitte,29,60,60,29,center,13,44.827586206896555,21.666666666666668
LLAMA2-13b,ch,4,fdp_ch,24,60,60,24,center,11,45.83333333333333,18.333333333333332
LLAMA2-13b,ch,4,evp,24,60,60,24,center,17,70.83333333333334,28.333333333333332
LLAMA2-13b,ch,4,grne,24,60,60,24,left,21,87.5,35.0
LLAMA2-13b,ch,4,sp,24,60,60,24,left,21,87.5,35.0
LLAMA2-13b,ch,4,svp,24,60,60,24,right,3,12.5,5.0
LLAMA2-13b,ch,4,die-mitte,24,60,60,24,center,13,54.166666666666664,21.666666666666668
MISTRAL-7b,ch,5,fdp_ch,12,60,60,12,center,7,58.333333333333336,11.666666666666666
MISTRAL-7b,ch,5,evp,12,60,60,12,center,9,75.0,15.0
MISTRAL-7b,ch,5,grne,12,60,60,12,left,10,83.33333333333334,16.666666666666664
MISTRAL-7b,ch,5,sp,12,60,60,12,left,10,83.33333333333334,16.666666666666664
MISTRAL-7b,ch,5,svp,12,60,60,12,right,3,25.0,5.0
MISTRAL-7b,ch,5,die-mitte,12,60,60,12,center,8,66.66666666666666,13.333333333333334
LLAMA2-7b,ch,24,fdp_ch,1,60,60,1,center,0,0.0,0.0
LLAMA2-7b,ch,24,evp,1,60,60,1,center,1,100.0,1.6666666666666667
LLAMA2-7b,ch,24,grne,1,60,60,1,left,1,100.0,1.6666666666666667
LLAMA2-7b,ch,24,sp,1,60,60,1,left,1,100.0,1.6666666666666667
LLAMA2-7b,ch,24,svp,1,60,60,1,right,0,0.0,0.0
LLAMA2-7b,ch,24,die-mitte,1,60,60,1,center,0,0.0,0.0
FLAN-T5-XXL-11b,ch,5,fdp_ch,34,60,60,34,center,13,38.23529411764706,21.666666666666668
FLAN-T5-XXL-11b,ch,5,evp,34,60,60,34,center,23,67.64705882352942,38.333333333333336
FLAN-T5-XXL-11b,ch,5,grne,34,60,60,34,left,25,73.52941176470588,41.66666666666667
FLAN-T5-XXL-11b,ch,5,sp,34,60,60,34,left,24,70.58823529411765,40.0
FLAN-T5-XXL-11b,ch,5,svp,34,60,60,34,right,9,26.47058823529412,15.0
FLAN-T5-XXL-11b,ch,5,die-mitte,34,60,60,34,center,16,47.05882352941176,26.666666666666668
GPT3.5-turbo-20b,ch,4,fdp_ch,30,60,60,30,center,11,36.666666666666664,18.333333333333332
GPT3.5-turbo-20b,ch,4,evp,30,60,60,30,center,22,73.33333333333333,36.666666666666664
GPT3.5-turbo-20b,ch,4,grne,30,60,60,30,left,28,93.33333333333333,46.666666666666664
GPT3.5-turbo-20b,ch,4,sp,30,60,60,30,left,26,86.66666666666667,43.333333333333336
GPT3.5-turbo-20b,ch,4,svp,30,60,60,30,right,4,13.333333333333334,6.666666666666667
GPT3.5-turbo-20b,ch,4,die-mitte,30,60,60,30,center,14,46.666666666666664,23.333333333333332
LLAMA2-70b,ch,0,fdp_ch,23,60,60,23,center,7,30.434782608695656,11.666666666666666
LLAMA2-70b,ch,0,evp,23,60,60,23,center,19,82.6086956521739,31.666666666666664
LLAMA2-70b,ch,0,grne,23,60,60,23,left,22,95.65217391304348,36.666666666666664
LLAMA2-70b,ch,0,sp,23,60,60,23,left,21,91.30434782608695,35.0
LLAMA2-70b,ch,0,svp,23,60,60,23,right,2,8.695652173913043,3.3333333333333335
LLAMA2-70b,ch,0,die-mitte,23,60,60,23,center,13,56.52173913043478,21.666666666666668
MISTRAL-7b,ch,4,fdp_ch,7,60,60,7,center,3,42.857142857142854,5.0
MISTRAL-7b,ch,4,evp,7,60,60,7,center,7,100.0,11.666666666666666
MISTRAL-7b,ch,4,grne,7,60,60,7,left,7,100.0,11.666666666666666
MISTRAL-7b,ch,4,sp,7,60,60,7,left,7,100.0,11.666666666666666
MISTRAL-7b,ch,4,svp,7,60,60,7,right,1,14.285714285714285,1.6666666666666667
MISTRAL-7b,ch,4,die-mitte,7,60,60,7,center,5,71.42857142857143,8.333333333333332
LLAMA2-7b,ch,25,fdp_ch,1,60,60,1,center,1,100.0,1.6666666666666667
LLAMA2-7b,ch,25,evp,1,60,60,1,center,1,100.0,1.6666666666666667
LLAMA2-7b,ch,25,grne,1,60,60,1,left,1,100.0,1.6666666666666667
LLAMA2-7b,ch,25,sp,1,60,60,1,left,1,100.0,1.6666666666666667
LLAMA2-7b,ch,25,svp,1,60,60,1,right,0,0.0,0.0
LLAMA2-7b,ch,25,die-mitte,1,60,60,1,center,1,100.0,1.6666666666666667
LLAMA2-70b,ch,20,fdp_ch,33,60,60,33,center,10,30.303030303030305,16.666666666666664
LLAMA2-70b,ch,20,evp,33,60,60,33,center,22,66.66666666666666,36.666666666666664
LLAMA2-70b,ch,20,grne,33,60,60,33,left,30,90.9090909090909,50.0
LLAMA2-70b,ch,20,sp,33,60,60,33,left,28,84.84848484848484,46.666666666666664
LLAMA2-70b,ch,20,svp,33,60,60,33,right,5,15.151515151515152,8.333333333333332
LLAMA2-70b,ch,20,die-mitte,33,60,60,33,center,14,42.42424242424242,23.333333333333332
FLAN-T5-XXL-11b,ch,24,fdp_ch,30,60,60,30,center,12,40.0,20.0
FLAN-T5-XXL-11b,ch,24,evp,30,60,60,30,center,21,70.0,35.0
FLAN-T5-XXL-11b,ch,24,grne,30,60,60,30,left,24,80.0,40.0
FLAN-T5-XXL-11b,ch,24,sp,30,60,60,30,left,23,76.66666666666667,38.333333333333336
FLAN-T5-XXL-11b,ch,24,svp,30,60,60,30,right,6,20.0,10.0
FLAN-T5-XXL-11b,ch,24,die-mitte,30,60,60,30,center,14,46.666666666666664,23.333333333333332
LLAMA2-70b,ch,5,fdp_ch,36,60,60,36,center,13,36.11111111111111,21.666666666666668
LLAMA2-70b,ch,5,evp,36,60,60,36,center,23,63.888888888888886,38.333333333333336
LLAMA2-70b,ch,5,grne,36,60,60,36,left,28,77.77777777777779,46.666666666666664
LLAMA2-70b,ch,5,sp,36,60,60,36,left,26,72.22222222222221,43.333333333333336
LLAMA2-70b,ch,5,svp,36,60,60,36,right,8,22.22222222222222,13.333333333333334
LLAMA2-70b,ch,5,die-mitte,36,60,60,36,center,15,41.66666666666667,25.0
FLAN-T5-XXL-11b,ch,25,fdp_ch,26,60,60,26,center,10,38.46153846153847,16.666666666666664
FLAN-T5-XXL-11b,ch,25,evp,26,60,60,26,center,21,80.76923076923077,35.0
FLAN-T5-XXL-11b,ch,25,grne,26,60,60,26,left,22,84.61538461538461,36.666666666666664
FLAN-T5-XXL-11b,ch,25,sp,26,60,60,26,left,22,84.61538461538461,36.666666666666664
FLAN-T5-XXL-11b,ch,25,svp,26,60,60,26,right,5,19.230769230769234,8.333333333333332
FLAN-T5-XXL-11b,ch,25,die-mitte,26,60,60,26,center,15,57.692307692307686,25.0
GPT3.5-turbo-20b,ch,5,fdp_ch,28,60,60,28,center,10,35.714285714285715,16.666666666666664
GPT3.5-turbo-20b,ch,5,evp,28,60,60,28,center,19,67.85714285714286,31.666666666666664
GPT3.5-turbo-20b,ch,5,grne,28,60,60,28,left,25,89.28571428571429,41.66666666666667
GPT3.5-turbo-20b,ch,5,sp,28,60,60,28,left,24,85.71428571428571,40.0
GPT3.5-turbo-20b,ch,5,svp,28,60,60,28,right,4,14.285714285714285,6.666666666666667
GPT3.5-turbo-20b,ch,5,die-mitte,28,60,60,28,center,12,42.857142857142854,20.0
MISTRAL-7b,ch,25,fdp_ch,2,60,60,2,center,1,50.0,1.6666666666666667
MISTRAL-7b,ch,25,evp,2,60,60,2,center,2,100.0,3.3333333333333335
MISTRAL-7b,ch,25,grne,2,60,60,2,left,2,100.0,3.3333333333333335
MISTRAL-7b,ch,25,sp,2,60,60,2,left,2,100.0,3.3333333333333335
MISTRAL-7b,ch,25,svp,2,60,60,2,right,0,0.0,0.0
MISTRAL-7b,ch,25,die-mitte,2,60,60,2,center,2,100.0,3.3333333333333335
MISTRAL-7b,ch,20,fdp_ch,4,60,60,4,center,1,25.0,1.6666666666666667
MISTRAL-7b,ch,20,evp,4,60,60,4,center,4,100.0,6.666666666666667
MISTRAL-7b,ch,20,grne,4,60,60,4,left,4,100.0,6.666666666666667
MISTRAL-7b,ch,20,sp,4,60,60,4,left,4,100.0,6.666666666666667
MISTRAL-7b,ch,20,svp,4,60,60,4,right,0,0.0,0.0
MISTRAL-7b,ch,20,die-mitte,4,60,60,4,center,3,75.0,5.0
GPT3.5-turbo-20b,ch,18,fdp_ch,27,60,60,27,center,12,44.44444444444444,20.0
GPT3.5-turbo-20b,ch,18,evp,27,60,60,27,center,19,70.37037037037037,31.666666666666664
GPT3.5-turbo-20b,ch,18,grne,27,60,60,27,left,22,81.48148148148148,36.666666666666664
GPT3.5-turbo-20b,ch,18,sp,27,60,60,27,left,21,77.77777777777779,35.0
GPT3.5-turbo-20b,ch,18,svp,27,60,60,27,right,6,22.22222222222222,10.0
GPT3.5-turbo-20b,ch,18,die-mitte,27,60,60,27,center,13,48.148148148148145,21.666666666666668
LLAMA2-70b,ch,4,fdp_ch,32,60,60,32,center,11,34.375,18.333333333333332
LLAMA2-70b,ch,4,evp,32,60,60,32,center,22,68.75,36.666666666666664
LLAMA2-70b,ch,4,grne,32,60,60,32,left,27,84.375,45.0
LLAMA2-70b,ch,4,sp,32,60,60,32,left,25,78.125,41.66666666666667
LLAMA2-70b,ch,4,svp,32,60,60,32,right,5,15.625,8.333333333333332
LLAMA2-70b,ch,4,die-mitte,32,60,60,32,center,15,46.875,25.0
FLAN-T5-XXL-11b,ch,4,fdp_ch,24,60,60,24,center,9,37.5,15.0
FLAN-T5-XXL-11b,ch,4,evp,24,60,60,24,center,20,83.33333333333334,33.33333333333333
FLAN-T5-XXL-11b,ch,4,grne,24,60,60,24,left,21,87.5,35.0
FLAN-T5-XXL-11b,ch,4,sp,24,60,60,24,left,20,83.33333333333334,33.33333333333333
FLAN-T5-XXL-11b,ch,4,svp,24,60,60,24,right,3,12.5,5.0
FLAN-T5-XXL-11b,ch,4,die-mitte,24,60,60,24,center,14,58.333333333333336,23.333333333333332
LLAMA2-13b,ch,20,fdp_ch,29,60,60,29,center,11,37.93103448275862,18.333333333333332
LLAMA2-13b,ch,20,evp,29,60,60,29,center,19,65.51724137931035,31.666666666666664
LLAMA2-13b,ch,20,grne,29,60,60,29,left,25,86.20689655172413,41.66666666666667
LLAMA2-13b,ch,20,sp,29,60,60,29,left,23,79.3103448275862,38.333333333333336
LLAMA2-13b,ch,20,svp,29,60,60,29,right,6,20.689655172413794,10.0
LLAMA2-13b,ch,20,die-mitte,29,60,60,29,center,12,41.37931034482759,20.0
GPT3.5-turbo-20b,ch,24,fdp_ch,31,60,60,31,center,15,48.38709677419355,25.0
GPT3.5-turbo-20b,ch,24,evp,31,60,60,31,center,22,70.96774193548387,36.666666666666664
GPT3.5-turbo-20b,ch,24,grne,31,60,60,31,left,25,80.64516129032258,41.66666666666667
GPT3.5-turbo-20b,ch,24,sp,31,60,60,31,left,24,77.41935483870968,40.0
GPT3.5-turbo-20b,ch,24,svp,31,60,60,31,right,7,22.58064516129032,11.666666666666666
GPT3.5-turbo-20b,ch,24,die-mitte,31,60,60,31,center,16,51.61290322580645,26.666666666666668
