model,country,template_id,party,answered_stats_model,total_stats,answered_stats_party,answered_stats_party_and_model,rile,n_matches
MISTRAL-7b,nl,0,50plus,1,30,30,1,center,0
FLAN-T5-XXL-11b,nl,20,pvdd,6,30,30,6,left,6
FLAN-T5-XXL-11b,nl,20,sgp,6,30,28,6,right,1
FLAN-T5-XXL-11b,nl,20,denk,6,30,29,6,center,6
FLAN-T5-XXL-11b,nl,20,fvd,6,30,30,6,right,1
FLAN-T5-XXL-11b,nl,20,vvd,6,30,27,5,right,0
FLAN-T5-XXL-11b,nl,20,pvv,6,30,27,5,right,1
FLAN-T5-XXL-11b,nl,20,cda,6,30,30,6,right,0
FLAN-T5-XXL-11b,nl,20,d66,6,30,29,6,center,5
FLAN-T5-XXL-11b,nl,20,gl,6,30,29,6,left,5
FLAN-T5-XXL-11b,nl,20,sp,6,30,28,6,left,5
FLAN-T5-XXL-11b,nl,20,pvda,6,30,30,6,left,4
FLAN-T5-XXL-11b,nl,20,cu,6,30,27,6,center,4
FLAN-T5-XXL-11b,nl,20,50plus,6,30,30,6,center,3
LLAMA2-70b,nl,24,pvdd,12,30,30,12,left,10
LLAMA2-70b,nl,24,sgp,12,30,28,12,right,5
LLAMA2-70b,nl,24,denk,12,30,29,12,center,9
LLAMA2-70b,nl,24,fvd,12,30,30,12,right,3
LLAMA2-70b,nl,24,vvd,12,30,27,10,right,2
LLAMA2-70b,nl,24,pvv,12,30,27,11,right,3
LLAMA2-70b,nl,24,cda,12,30,30,12,right,5
LLAMA2-70b,nl,24,d66,12,30,29,12,center,10
LLAMA2-70b,nl,24,gl,12,30,29,12,left,9
LLAMA2-70b,nl,24,sp,12,30,28,11,left,9
LLAMA2-70b,nl,24,pvda,12,30,30,12,left,8
LLAMA2-70b,nl,24,cu,12,30,27,12,center,9
LLAMA2-70b,nl,24,50plus,12,30,30,12,center,6
GPT3.5-turbo-20b,nl,19,pvdd,9,30,30,9,left,8
GPT3.5-turbo-20b,nl,19,sgp,9,30,28,9,right,3
GPT3.5-turbo-20b,nl,19,denk,9,30,29,9,center,6
GPT3.5-turbo-20b,nl,19,fvd,9,30,30,9,right,3
GPT3.5-turbo-20b,nl,19,vvd,9,30,27,8,right,2
GPT3.5-turbo-20b,nl,19,pvv,9,30,27,9,right,4
GPT3.5-turbo-20b,nl,19,cda,9,30,30,9,right,4
GPT3.5-turbo-20b,nl,19,d66,9,30,29,9,center,8
GPT3.5-turbo-20b,nl,19,gl,9,30,29,9,left,6
GPT3.5-turbo-20b,nl,19,sp,9,30,28,8,left,7
GPT3.5-turbo-20b,nl,19,pvda,9,30,30,9,left,7
GPT3.5-turbo-20b,nl,19,cu,9,30,27,8,center,7
GPT3.5-turbo-20b,nl,19,50plus,9,30,30,9,center,5
LLAMA2-13b,nl,4,pvdd,6,30,30,6,left,6
LLAMA2-13b,nl,4,sgp,6,30,28,6,right,3
LLAMA2-13b,nl,4,denk,6,30,29,6,center,5
LLAMA2-13b,nl,4,fvd,6,30,30,6,right,2
LLAMA2-13b,nl,4,vvd,6,30,27,6,right,1
LLAMA2-13b,nl,4,pvv,6,30,27,5,right,1
LLAMA2-13b,nl,4,cda,6,30,30,6,right,4
LLAMA2-13b,nl,4,d66,6,30,29,6,center,3
LLAMA2-13b,nl,4,gl,6,30,29,6,left,4
LLAMA2-13b,nl,4,sp,6,30,28,6,left,5
LLAMA2-13b,nl,4,pvda,6,30,30,6,left,3
LLAMA2-13b,nl,4,cu,6,30,27,6,center,3
LLAMA2-13b,nl,4,50plus,6,30,30,6,center,3
MISTRAL-7b,nl,5,pvdd,3,30,30,3,left,3
MISTRAL-7b,nl,5,sgp,3,30,28,3,right,1
MISTRAL-7b,nl,5,denk,3,30,29,3,center,3
MISTRAL-7b,nl,5,fvd,3,30,30,3,right,1
MISTRAL-7b,nl,5,vvd,3,30,27,3,right,0
MISTRAL-7b,nl,5,pvv,3,30,27,3,right,1
MISTRAL-7b,nl,5,cda,3,30,30,3,right,1
MISTRAL-7b,nl,5,d66,3,30,29,3,center,2
MISTRAL-7b,nl,5,gl,3,30,29,3,left,2
MISTRAL-7b,nl,5,sp,3,30,28,3,left,3
MISTRAL-7b,nl,5,pvda,3,30,30,3,left,2
MISTRAL-7b,nl,5,cu,3,30,27,3,center,3
MISTRAL-7b,nl,5,50plus,3,30,30,3,center,0
LLAMA2-7b,nl,24,pvdd,1,30,30,1,left,1
LLAMA2-7b,nl,24,sgp,1,30,28,1,right,0
LLAMA2-7b,nl,24,denk,1,30,29,1,center,0
LLAMA2-7b,nl,24,fvd,1,30,30,1,right,0
LLAMA2-7b,nl,24,vvd,1,30,27,1,right,0
LLAMA2-7b,nl,24,pvv,1,30,27,1,right,0
LLAMA2-7b,nl,24,cda,1,30,30,1,right,1
LLAMA2-7b,nl,24,d66,1,30,29,1,center,1
LLAMA2-7b,nl,24,gl,1,30,29,1,left,1
LLAMA2-7b,nl,24,sp,1,30,28,1,left,1
LLAMA2-7b,nl,24,pvda,1,30,30,1,left,1
LLAMA2-7b,nl,24,cu,1,30,27,1,center,1
LLAMA2-7b,nl,24,50plus,1,30,30,1,center,1
FLAN-T5-XXL-11b,nl,5,pvdd,11,30,30,11,left,9
FLAN-T5-XXL-11b,nl,5,sgp,11,30,28,11,right,3
FLAN-T5-XXL-11b,nl,5,denk,11,30,29,11,center,6
FLAN-T5-XXL-11b,nl,5,fvd,11,30,30,11,right,5
FLAN-T5-XXL-11b,nl,5,vvd,11,30,27,9,right,3
FLAN-T5-XXL-11b,nl,5,pvv,11,30,27,9,right,3
FLAN-T5-XXL-11b,nl,5,cda,11,30,30,11,right,3
FLAN-T5-XXL-11b,nl,5,d66,11,30,29,11,center,8
FLAN-T5-XXL-11b,nl,5,gl,11,30,29,11,left,7
FLAN-T5-XXL-11b,nl,5,sp,11,30,28,11,left,7
FLAN-T5-XXL-11b,nl,5,pvda,11,30,30,11,left,7
FLAN-T5-XXL-11b,nl,5,cu,11,30,27,10,center,5
FLAN-T5-XXL-11b,nl,5,50plus,11,30,30,11,center,5
GPT3.5-turbo-20b,nl,4,pvdd,8,30,30,8,left,7
GPT3.5-turbo-20b,nl,4,sgp,8,30,28,8,right,2
GPT3.5-turbo-20b,nl,4,denk,8,30,29,8,center,5
GPT3.5-turbo-20b,nl,4,fvd,8,30,30,8,right,3
GPT3.5-turbo-20b,nl,4,vvd,8,30,27,8,right,2
GPT3.5-turbo-20b,nl,4,pvv,8,30,27,8,right,3
GPT3.5-turbo-20b,nl,4,cda,8,30,30,8,right,4
GPT3.5-turbo-20b,nl,4,d66,8,30,29,8,center,7
GPT3.5-turbo-20b,nl,4,gl,8,30,29,8,left,5
GPT3.5-turbo-20b,nl,4,sp,8,30,28,7,left,6
GPT3.5-turbo-20b,nl,4,pvda,8,30,30,8,left,6
GPT3.5-turbo-20b,nl,4,cu,8,30,27,8,center,6
GPT3.5-turbo-20b,nl,4,50plus,8,30,30,8,center,5
LLAMA2-70b,nl,0,pvdd,9,30,30,9,left,9
LLAMA2-70b,nl,0,sgp,9,30,28,9,right,2
LLAMA2-70b,nl,0,denk,9,30,29,8,center,6
LLAMA2-70b,nl,0,fvd,9,30,30,9,right,0
LLAMA2-70b,nl,0,vvd,9,30,27,8,right,1
LLAMA2-70b,nl,0,pvv,9,30,27,8,right,1
LLAMA2-70b,nl,0,cda,9,30,30,9,right,4
LLAMA2-70b,nl,0,d66,9,30,29,9,center,8
LLAMA2-70b,nl,0,gl,9,30,29,9,left,9
LLAMA2-70b,nl,0,sp,9,30,28,9,left,8
LLAMA2-70b,nl,0,pvda,9,30,30,9,left,7
LLAMA2-70b,nl,0,cu,9,30,27,7,center,6
LLAMA2-70b,nl,0,50plus,9,30,30,9,center,4
LLAMA2-70b,nl,20,pvdd,15,30,30,15,left,14
LLAMA2-70b,nl,20,sgp,15,30,28,15,right,4
LLAMA2-70b,nl,20,denk,15,30,29,15,center,13
LLAMA2-70b,nl,20,fvd,15,30,30,15,right,2
LLAMA2-70b,nl,20,vvd,15,30,27,13,right,2
LLAMA2-70b,nl,20,pvv,15,30,27,14,right,3
LLAMA2-70b,nl,20,cda,15,30,30,15,right,6
LLAMA2-70b,nl,20,d66,15,30,29,14,center,12
LLAMA2-70b,nl,20,gl,15,30,29,15,left,12
LLAMA2-70b,nl,20,sp,15,30,28,15,left,13
LLAMA2-70b,nl,20,pvda,15,30,30,15,left,11
LLAMA2-70b,nl,20,cu,15,30,27,13,center,9
LLAMA2-70b,nl,20,50plus,15,30,30,15,center,9
FLAN-T5-XXL-11b,nl,24,pvdd,8,30,30,8,left,7
FLAN-T5-XXL-11b,nl,24,sgp,8,30,28,8,right,2
FLAN-T5-XXL-11b,nl,24,denk,8,30,29,8,center,5
FLAN-T5-XXL-11b,nl,24,fvd,8,30,30,8,right,3
FLAN-T5-XXL-11b,nl,24,vvd,8,30,27,7,right,2
FLAN-T5-XXL-11b,nl,24,pvv,8,30,27,6,right,2
FLAN-T5-XXL-11b,nl,24,cda,8,30,30,8,right,2
FLAN-T5-XXL-11b,nl,24,d66,8,30,29,8,center,6
FLAN-T5-XXL-11b,nl,24,gl,8,30,29,8,left,5
FLAN-T5-XXL-11b,nl,24,sp,8,30,28,8,left,5
FLAN-T5-XXL-11b,nl,24,pvda,8,30,30,8,left,5
FLAN-T5-XXL-11b,nl,24,cu,8,30,27,8,center,4
FLAN-T5-XXL-11b,nl,24,50plus,8,30,30,8,center,4
LLAMA2-70b,nl,5,pvdd,14,30,30,14,left,12
LLAMA2-70b,nl,5,sgp,14,30,28,14,right,6
LLAMA2-70b,nl,5,denk,14,30,29,14,center,10
LLAMA2-70b,nl,5,fvd,14,30,30,14,right,4
LLAMA2-70b,nl,5,vvd,14,30,27,12,right,4
LLAMA2-70b,nl,5,pvv,14,30,27,13,right,5
LLAMA2-70b,nl,5,cda,14,30,30,14,right,7
LLAMA2-70b,nl,5,d66,14,30,29,14,center,12
LLAMA2-70b,nl,5,gl,14,30,29,14,left,10
LLAMA2-70b,nl,5,sp,14,30,28,13,left,10
LLAMA2-70b,nl,5,pvda,14,30,30,14,left,11
LLAMA2-70b,nl,5,cu,14,30,27,13,center,10
LLAMA2-70b,nl,5,50plus,14,30,30,14,center,9
FLAN-T5-XXL-11b,nl,25,pvdd,6,30,30,6,left,6
FLAN-T5-XXL-11b,nl,25,sgp,6,30,28,6,right,2
FLAN-T5-XXL-11b,nl,25,denk,6,30,29,6,center,3
FLAN-T5-XXL-11b,nl,25,fvd,6,30,30,6,right,2
FLAN-T5-XXL-11b,nl,25,vvd,6,30,27,4,right,1
FLAN-T5-XXL-11b,nl,25,pvv,6,30,27,5,right,1
FLAN-T5-XXL-11b,nl,25,cda,6,30,30,6,right,2
FLAN-T5-XXL-11b,nl,25,d66,6,30,29,6,center,5
FLAN-T5-XXL-11b,nl,25,gl,6,30,29,6,left,6
FLAN-T5-XXL-11b,nl,25,sp,6,30,28,5,left,4
FLAN-T5-XXL-11b,nl,25,pvda,6,30,30,6,left,5
FLAN-T5-XXL-11b,nl,25,cu,6,30,27,6,center,4
FLAN-T5-XXL-11b,nl,25,50plus,6,30,30,6,center,4
GPT3.5-turbo-20b,nl,5,pvdd,6,30,30,6,left,5
GPT3.5-turbo-20b,nl,5,sgp,6,30,28,6,right,1
GPT3.5-turbo-20b,nl,5,denk,6,30,29,6,center,4
GPT3.5-turbo-20b,nl,5,fvd,6,30,30,6,right,3
GPT3.5-turbo-20b,nl,5,vvd,6,30,27,6,right,1
GPT3.5-turbo-20b,nl,5,pvv,6,30,27,6,right,3
GPT3.5-turbo-20b,nl,5,cda,6,30,30,6,right,3
GPT3.5-turbo-20b,nl,5,d66,6,30,29,6,center,5
GPT3.5-turbo-20b,nl,5,gl,6,30,29,6,left,3
GPT3.5-turbo-20b,nl,5,sp,6,30,28,6,left,6
GPT3.5-turbo-20b,nl,5,pvda,6,30,30,6,left,4
GPT3.5-turbo-20b,nl,5,cu,6,30,27,6,center,5
GPT3.5-turbo-20b,nl,5,50plus,6,30,30,6,center,2
GPT3.5-turbo-20b,nl,18,pvdd,4,30,30,4,left,4
GPT3.5-turbo-20b,nl,18,sgp,4,30,28,4,right,1
GPT3.5-turbo-20b,nl,18,denk,4,30,29,4,center,3
GPT3.5-turbo-20b,nl,18,fvd,4,30,30,4,right,1
GPT3.5-turbo-20b,nl,18,vvd,4,30,27,4,right,0
GPT3.5-turbo-20b,nl,18,pvv,4,30,27,4,right,1
GPT3.5-turbo-20b,nl,18,cda,4,30,30,4,right,2
GPT3.5-turbo-20b,nl,18,d66,4,30,29,4,center,3
GPT3.5-turbo-20b,nl,18,gl,4,30,29,4,left,3
GPT3.5-turbo-20b,nl,18,sp,4,30,28,4,left,4
GPT3.5-turbo-20b,nl,18,pvda,4,30,30,4,left,3
GPT3.5-turbo-20b,nl,18,cu,4,30,27,4,center,4
GPT3.5-turbo-20b,nl,18,50plus,4,30,30,4,center,1
LLAMA2-70b,nl,4,pvdd,15,30,30,15,left,14
LLAMA2-70b,nl,4,sgp,15,30,28,15,right,5
LLAMA2-70b,nl,4,denk,15,30,29,15,center,11
LLAMA2-70b,nl,4,fvd,15,30,30,15,right,1
LLAMA2-70b,nl,4,vvd,15,30,27,13,right,2
LLAMA2-70b,nl,4,pvv,15,30,27,14,right,2
LLAMA2-70b,nl,4,cda,15,30,30,15,right,6
LLAMA2-70b,nl,4,d66,15,30,29,14,center,12
LLAMA2-70b,nl,4,gl,15,30,29,15,left,13
LLAMA2-70b,nl,4,sp,15,30,28,15,left,11
LLAMA2-70b,nl,4,pvda,15,30,30,15,left,11
LLAMA2-70b,nl,4,cu,15,30,27,13,center,10
LLAMA2-70b,nl,4,50plus,15,30,30,15,center,7
FLAN-T5-XXL-11b,nl,4,pvdd,8,30,30,8,left,8
FLAN-T5-XXL-11b,nl,4,sgp,8,30,28,8,right,2
FLAN-T5-XXL-11b,nl,4,denk,8,30,29,7,center,6
FLAN-T5-XXL-11b,nl,4,fvd,8,30,30,8,right,1
FLAN-T5-XXL-11b,nl,4,vvd,8,30,27,7,right,1
FLAN-T5-XXL-11b,nl,4,pvv,8,30,27,7,right,1
FLAN-T5-XXL-11b,nl,4,cda,8,30,30,8,right,3
FLAN-T5-XXL-11b,nl,4,d66,8,30,29,8,center,7
FLAN-T5-XXL-11b,nl,4,gl,8,30,29,8,left,7
FLAN-T5-XXL-11b,nl,4,sp,8,30,28,8,left,7
FLAN-T5-XXL-11b,nl,4,pvda,8,30,30,8,left,7
FLAN-T5-XXL-11b,nl,4,cu,8,30,27,7,center,6
FLAN-T5-XXL-11b,nl,4,50plus,8,30,30,8,center,5
LLAMA2-13b,nl,20,pvdd,5,30,30,5,left,5
LLAMA2-13b,nl,20,sgp,5,30,28,5,right,1
LLAMA2-13b,nl,20,denk,5,30,29,5,center,4
LLAMA2-13b,nl,20,fvd,5,30,30,5,right,2
LLAMA2-13b,nl,20,vvd,5,30,27,5,right,0
LLAMA2-13b,nl,20,pvv,5,30,27,5,right,2
LLAMA2-13b,nl,20,cda,5,30,30,5,right,2
LLAMA2-13b,nl,20,d66,5,30,29,5,center,4
LLAMA2-13b,nl,20,gl,5,30,29,5,left,3
LLAMA2-13b,nl,20,sp,5,30,28,5,left,5
LLAMA2-13b,nl,20,pvda,5,30,30,5,left,4
LLAMA2-13b,nl,20,cu,5,30,27,5,center,5
LLAMA2-13b,nl,20,50plus,5,30,30,5,center,2
GPT3.5-turbo-20b,nl,24,pvdd,8,30,30,8,left,8
GPT3.5-turbo-20b,nl,24,sgp,8,30,28,8,right,2
GPT3.5-turbo-20b,nl,24,denk,8,30,29,8,center,7
GPT3.5-turbo-20b,nl,24,fvd,8,30,30,8,right,2
GPT3.5-turbo-20b,nl,24,vvd,8,30,27,8,right,1
GPT3.5-turbo-20b,nl,24,pvv,8,30,27,7,right,2
GPT3.5-turbo-20b,nl,24,cda,8,30,30,8,right,4
GPT3.5-turbo-20b,nl,24,d66,8,30,29,8,center,6
GPT3.5-turbo-20b,nl,24,gl,8,30,29,8,left,6
GPT3.5-turbo-20b,nl,24,sp,8,30,28,8,left,8
GPT3.5-turbo-20b,nl,24,pvda,8,30,30,8,left,6
GPT3.5-turbo-20b,nl,24,cu,8,30,27,8,center,6
GPT3.5-turbo-20b,nl,24,50plus,8,30,30,8,center,4
LLAMA2-70b,it,25,fi,14,30,27,12,right,9
LLAMA2-70b,it,25,pd,14,30,25,13,left,11
LLAMA2-70b,it,25,m5s,14,30,27,13,center,10
LLAMA2-70b,it,25,fdi,14,30,28,14,right,8
LLAMA2-70b,it,25,ln,14,30,26,12,right,6
LLAMA2-7b,it,4,fdi,1,30,28,1,right,0
LLAMA2-7b,it,4,m5s,1,30,27,1,center,1
LLAMA2-7b,it,4,pd,1,30,25,1,left,1
LLAMA2-7b,it,4,ln,1,30,26,0,right,0
LLAMA2-7b,it,4,fi,1,30,27,0,right,0
LLAMA2-7b,it,5,fi,8,30,27,7,right,4
LLAMA2-7b,it,5,pd,8,30,25,7,left,6
LLAMA2-7b,it,5,m5s,8,30,27,8,center,6
LLAMA2-7b,it,5,fdi,8,30,28,8,right,4
LLAMA2-7b,it,5,ln,8,30,26,7,right,3
FLAN-T5-XXL-11b,it,0,pd,6,30,25,6,left,5
FLAN-T5-XXL-11b,it,0,m5s,6,30,27,6,center,4
FLAN-T5-XXL-11b,it,0,ln,6,30,26,5,right,0
FLAN-T5-XXL-11b,it,0,fdi,6,30,28,6,right,1
FLAN-T5-XXL-11b,it,0,fi,6,30,27,5,right,1
GPT3.5-turbo-20b,it,25,fi,15,30,27,13,right,9
GPT3.5-turbo-20b,it,25,pd,15,30,25,14,left,12
GPT3.5-turbo-20b,it,25,m5s,15,30,27,13,center,10
GPT3.5-turbo-20b,it,25,fdi,15,30,28,15,right,8
GPT3.5-turbo-20b,it,25,ln,15,30,26,13,right,6
LLAMA2-13b,it,5,fi,18,30,27,17,right,12
LLAMA2-13b,it,5,pd,18,30,25,15,left,13
LLAMA2-13b,it,5,m5s,18,30,27,17,center,13
LLAMA2-13b,it,5,fdi,18,30,28,18,right,11
LLAMA2-13b,it,5,ln,18,30,26,16,right,8
LLAMA2-13b,it,24,fi,13,30,27,12,right,8
LLAMA2-13b,it,24,pd,13,30,25,12,left,10
LLAMA2-13b,it,24,m5s,13,30,27,12,center,9
LLAMA2-13b,it,24,fdi,13,30,28,13,right,7
LLAMA2-13b,it,24,ln,13,30,26,11,right,4
LLAMA2-7b,it,20,fi,12,30,27,10,right,6
LLAMA2-7b,it,20,pd,12,30,25,12,left,9
LLAMA2-7b,it,20,m5s,12,30,27,11,center,8
LLAMA2-7b,it,20,fdi,12,30,28,12,right,5
LLAMA2-7b,it,20,ln,12,30,26,9,right,3
LLAMA2-13b,it,25,pd,12,30,25,11,left,11
LLAMA2-13b,it,25,m5s,12,30,27,11,center,10
LLAMA2-13b,it,25,ln,12,30,26,11,right,4
LLAMA2-13b,it,25,fdi,12,30,28,12,right,6
LLAMA2-13b,it,25,fi,12,30,27,11,right,7
LLAMA2-13b,it,0,pd,2,30,25,2,left,2
LLAMA2-13b,it,0,m5s,2,30,27,2,center,2
LLAMA2-13b,it,0,ln,2,30,26,1,right,0
LLAMA2-13b,it,0,fdi,2,30,28,2,right,0
LLAMA2-13b,it,0,fi,2,30,27,1,right,0
MISTRAL-7b,it,24,fi,4,30,27,2,right,2
MISTRAL-7b,it,24,pd,4,30,25,4,left,3
MISTRAL-7b,it,24,m5s,4,30,27,4,center,3
MISTRAL-7b,it,24,fdi,4,30,28,4,right,2
MISTRAL-7b,it,24,ln,4,30,26,2,right,1
MISTRAL-7b,it,0,fdi,4,30,28,4,right,2
MISTRAL-7b,it,0,m5s,4,30,27,4,center,4
MISTRAL-7b,it,0,pd,4,30,25,4,left,4
MISTRAL-7b,it,0,ln,4,30,26,3,right,2
MISTRAL-7b,it,0,fi,4,30,27,2,right,2
FLAN-T5-XXL-11b,it,20,fi,12,30,27,11,right,8
FLAN-T5-XXL-11b,it,20,pd,12,30,25,10,left,8
FLAN-T5-XXL-11b,it,20,m5s,12,30,27,11,center,7
FLAN-T5-XXL-11b,it,20,fdi,12,30,28,12,right,7
FLAN-T5-XXL-11b,it,20,ln,12,30,26,11,right,5
LLAMA2-70b,it,24,fi,14,30,27,12,right,8
LLAMA2-70b,it,24,pd,14,30,25,13,left,11
LLAMA2-70b,it,24,m5s,14,30,27,13,center,10
LLAMA2-70b,it,24,fdi,14,30,28,14,right,7
LLAMA2-70b,it,24,ln,14,30,26,12,right,5
GPT3.5-turbo-20b,it,19,pd,13,30,25,12,left,10
GPT3.5-turbo-20b,it,19,m5s,13,30,27,11,center,8
GPT3.5-turbo-20b,it,19,ln,13,30,26,11,right,5
GPT3.5-turbo-20b,it,19,fdi,13,30,28,13,right,6
GPT3.5-turbo-20b,it,19,fi,13,30,27,11,right,7
LLAMA2-13b,it,4,fi,14,30,27,13,right,8
LLAMA2-13b,it,4,pd,14,30,25,12,left,10
LLAMA2-13b,it,4,m5s,14,30,27,13,center,8
LLAMA2-13b,it,4,fdi,14,30,28,14,right,7
LLAMA2-13b,it,4,ln,14,30,26,12,right,6
MISTRAL-7b,it,5,fi,6,30,27,4,right,2
MISTRAL-7b,it,5,pd,6,30,25,6,left,5
MISTRAL-7b,it,5,m5s,6,30,27,6,center,5
MISTRAL-7b,it,5,fdi,6,30,28,6,right,2
MISTRAL-7b,it,5,ln,6,30,26,4,right,1
LLAMA2-7b,it,24,fdi,3,30,28,3,right,2
LLAMA2-7b,it,24,m5s,3,30,27,3,center,3
LLAMA2-7b,it,24,pd,3,30,25,3,left,3
LLAMA2-7b,it,24,ln,3,30,26,2,right,1
LLAMA2-7b,it,24,fi,3,30,27,2,right,2
FLAN-T5-XXL-11b,it,5,fi,16,30,27,14,right,9
FLAN-T5-XXL-11b,it,5,pd,16,30,25,14,left,12
FLAN-T5-XXL-11b,it,5,m5s,16,30,27,14,center,9
FLAN-T5-XXL-11b,it,5,fdi,16,30,28,16,right,8
FLAN-T5-XXL-11b,it,5,ln,16,30,26,14,right,5
GPT3.5-turbo-20b,it,4,pd,15,30,25,14,left,11
